scope_category,vendor_a_idx,vendor_b_idx,method,confidence
Overall,,109.0,UNMATCHED,UNMATCHED
Overall,,110.0,UNMATCHED,UNMATCHED
Overall,,111.0,UNMATCHED,UNMATCHED
Overall,,112.0,UNMATCHED,UNMATCHED
Overall,,113.0,UNMATCHED,UNMATCHED
Overall,,114.0,UNMATCHED,UNMATCHED
Overall,,115.0,UNMATCHED,UNMATCHED
Overall,,116.0,UNMATCHED,UNMATCHED
Overall,,117.0,UNMATCHED,UNMATCHED
Overall,,118.0,UNMATCHED,UNMATCHED
Overall,,119.0,UNMATCHED,UNMATCHED
Overall,,120.0,UNMATCHED,UNMATCHED
Overall,,121.0,UNMATCHED,UNMATCHED
Overall,,122.0,UNMATCHED,UNMATCHED
Overall,,123.0,UNMATCHED,UNMATCHED
