scope_category,vendor_a_sheet,vendor_b_sheet,vendor_a_idx,vendor_b_idx,method,confidence,score
Electrics,Electrics,Electrics,29.0,29.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,30.0,30.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,31.0,31.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,32.0,32.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,33.0,33.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,34.0,34.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,35.0,35.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,36.0,36.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,37.0,37.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,38.0,38.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,39.0,39.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,43.0,43.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,45.0,45.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,95.0,95.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,97.0,97.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,125.0,125.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,127.0,127.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,178.0,178.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,180.0,180.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,181.0,181.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,182.0,182.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,183.0,183.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,184.0,184.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,185.0,185.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,186.0,186.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,187.0,187.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,188.0,188.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,189.0,189.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,190.0,190.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,191.0,191.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,192.0,192.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,193.0,193.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,194.0,194.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,195.0,195.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,196.0,196.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,197.0,197.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,198.0,198.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,199.0,199.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,200.0,200.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,201.0,201.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,202.0,202.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,203.0,203.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,208.0,208.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,210.0,210.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,211.0,211.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,212.0,212.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,213.0,213.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,214.0,214.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,215.0,215.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,216.0,216.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,217.0,217.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,218.0,218.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,219.0,219.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,220.0,220.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,221.0,221.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,222.0,222.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,223.0,223.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,224.0,224.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,225.0,225.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,226.0,226.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,227.0,227.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,228.0,228.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,229.0,229.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,230.0,230.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,231.0,231.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,232.0,232.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,233.0,233.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,234.0,234.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,235.0,235.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,236.0,236.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,241.0,241.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,243.0,243.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,244.0,244.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,245.0,245.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,246.0,246.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,247.0,247.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,248.0,248.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,249.0,249.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,250.0,250.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,251.0,251.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,252.0,252.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,253.0,253.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,254.0,254.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,255.0,255.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,256.0,256.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,257.0,257.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,258.0,258.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,259.0,259.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,260.0,260.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,261.0,261.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,262.0,262.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,263.0,263.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,264.0,264.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,265.0,265.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,270.0,270.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,272.0,272.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,273.0,273.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,274.0,274.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,275.0,275.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,276.0,276.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,277.0,277.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,278.0,278.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,279.0,279.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,280.0,280.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,281.0,281.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,282.0,282.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,283.0,283.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,284.0,284.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,285.0,285.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,286.0,286.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,287.0,287.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,288.0,288.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,289.0,289.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,290.0,290.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,291.0,291.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,292.0,292.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,293.0,293.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,294.0,294.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,295.0,295.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,296.0,296.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,301.0,301.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,303.0,303.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,304.0,304.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,305.0,305.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,306.0,306.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,307.0,307.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,308.0,308.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,309.0,309.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,310.0,310.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,311.0,311.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,312.0,312.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,313.0,313.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,314.0,314.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,315.0,315.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,316.0,316.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,317.0,317.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,318.0,318.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,319.0,319.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,320.0,320.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,321.0,321.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,322.0,322.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,323.0,323.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,324.0,324.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,325.0,325.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,326.0,326.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,327.0,327.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,328.0,328.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,329.0,329.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,334.0,334.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,336.0,336.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,337.0,337.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,338.0,338.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,339.0,339.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,340.0,340.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,341.0,341.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,342.0,342.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,343.0,343.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,344.0,344.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,345.0,345.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,346.0,346.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,347.0,347.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,348.0,348.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,349.0,349.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,350.0,350.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,351.0,351.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,352.0,352.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,353.0,353.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,354.0,354.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,355.0,355.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,356.0,356.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,357.0,357.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,358.0,358.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,359.0,359.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,360.0,360.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,365.0,365.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,367.0,367.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,368.0,368.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,369.0,369.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,370.0,370.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,371.0,371.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,372.0,372.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,373.0,373.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,374.0,374.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,375.0,375.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,376.0,376.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,377.0,377.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,378.0,378.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,379.0,379.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,380.0,380.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,381.0,381.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,382.0,382.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,383.0,383.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,384.0,384.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,385.0,385.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,386.0,386.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,387.0,387.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,388.0,388.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,389.0,389.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,390.0,390.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,391.0,391.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,392.0,392.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,393.0,393.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,394.0,394.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,399.0,399.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,401.0,401.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,402.0,402.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,403.0,403.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,404.0,404.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,405.0,405.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,406.0,406.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,407.0,407.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,408.0,408.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,409.0,409.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,410.0,410.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,411.0,411.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,412.0,412.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,413.0,413.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,414.0,414.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,415.0,415.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,416.0,416.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,417.0,417.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,418.0,418.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,419.0,419.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,420.0,420.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,421.0,421.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,422.0,422.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,423.0,423.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,424.0,424.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,425.0,425.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,426.0,426.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,427.0,427.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,428.0,428.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,429.0,429.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,430.0,430.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,431.0,431.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,432.0,432.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,433.0,433.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,434.0,434.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,435.0,435.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,436.0,436.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,437.0,437.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,438.0,438.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,439.0,439.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,440.0,440.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,441.0,441.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,442.0,442.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,447.0,447.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,449.0,449.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,450.0,450.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,455.0,455.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,457.0,457.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,458.0,458.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,459.0,459.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,460.0,460.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,461.0,461.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,466.0,466.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,468.0,468.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,469.0,469.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,470.0,470.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,471.0,471.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,472.0,472.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,473.0,473.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,478.0,478.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,480.0,480.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,481.0,481.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,482.0,482.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,483.0,483.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,484.0,484.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,485.0,485.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,490.0,490.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,492.0,492.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,493.0,493.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,494.0,494.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,495.0,495.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,496.0,496.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,497.0,497.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,502.0,502.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,504.0,504.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,505.0,505.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,506.0,506.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,507.0,507.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,508.0,508.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,509.0,509.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,510.0,510.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,511.0,511.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,512.0,512.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,513.0,513.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,514.0,514.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,515.0,515.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,516.0,516.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,517.0,517.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,518.0,518.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,519.0,519.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,520.0,520.0,ITEM_ID_EXACT,AUTO,100.0
Electrics,Electrics,Electrics,0.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,40.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,41.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,42.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,44.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,46.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,47.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,48.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,49.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,50.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,51.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,52.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,53.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,54.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,55.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,56.0,,UNMATCHED,UNMATCHED,0.0
Electrics,Electrics,Electrics,57.0,,UNMATCHED,UNMATCHED,0.0
